code	type	26495087	"INDEX($A$2:$A$1699;RANDBETWEEN(1;1699))"
87796900	mon		
57405307	mon		
57116033	mon		
89258225	mon		
87523462	mon		
31447217	mon		
75946257	mon		
78010363	mon		
80741828	mon		
36304921	mon		
42883273	mon		
56369281	mon		
35322812	mon		
6979239	mon		
73216412	mon		
69750536	mon		
37744402	mon		
62651957	mon		
65622692	mon		
29380133	mon		
70345785	mon		
76862289	mon		
71280811	mon		
3078576	mon		
51534754	mon		
64500000	mon		
51945556	mon		
24311372	mon		
16268841	mon		
47693640	mon		
88472456	mon		
25655502	fus_mon		
11901678	fus_mon		
37421579	fus_mon		
89112729	fus_mon		
80071763	fus_mon		
86805855	fus_mon		
13722870	fus_mon		
98502113	fus_mon		
17881964	fus_mon		
28593363	fus_mon		
70681994	fus_mon		
35809262	fus_mon		
61204971	fus_mon		
15237615	fus_mon		
66235877	fus_mon		
58528964	fus_mon		
45231177	fus_mon		
95952802	fus_mon		
1641882	fus_mon		
66889139	fus_mon		
87751584	fus_mon		
51828629	fus_mon		
5600127	fus_mon		
9653271	fus_mon		
54541900	fus_mon		
13756293	fus_mon		
95144193	fus_mon		
99551425	fus_mon		
27134689	fus_mon		
9293977	fus_mon		
13803864	fus_mon		
56907389	fus_mon		
90140980	fus_mon		
74703140	fus_mon		
94905343	fus_mon		
85684223	fus_mon		
19066538	fus_mon		
49868263	fus_mon		
53539634	fus_mon		
2504891	fus_mon		
21175632	fus_mon		
75923050	fus_mon		
1412158	fus_mon		
86099788	fus_mon		
41462083	fus_mon		
63519819	fus_mon		
54752875	fus_mon		
56413937	fus_mon		
2111707	fus_mon		
91998119	fus_mon		
99724761	fus_mon		
25119460	fus_mon		
